category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Component	GO.0005743	44	133	4932	Q0250,YBL045C,YBL059C-A,YBR039W,YCL057C-A,YDL004W,YDL067C,YDR231C,YDR322C-A,YDR377W,YDR529C,YEL052W,YGL187C,YHR001W-A,YHR024C,YHR037W,YHR051W,YIL111W,YJR077C,YKL016C,YKL137W,YKL148C,YKL195W,YKR016W,YKR042W,YLL041C,YLR038C,YLR203C,YML081C-A,YML110C,YMR089C,YMR097C,YMR241W,YMR302C,YNL052W,YOL077W-A,YOL096C,YOR065W,YOR125C,YOR176W,YOR356W,YPL078C,YPL098C,YPL099C	COX2,COR1,CMC2,ATP3,MIC10,ATP16,COX9,COX20,TIM11,ATP17,QCR7,AFG1,COX4,QCR10,MAS2,PUT2,COX6,COX5B,MIR1,ATP7,CMC1,SDH1,MIA40,MIC60,UTH1,SDH2,COX12,MSS51,ATP18,COQ5,YTA12,MTG1,YHM2,YME2,COX5A,ATP19,COQ3,CYT1,CAT5,HEM15,CIR2,ATP4,MGR2,INA17	1.21e-10	4.96e-8	mitochondrial inner membrane
Component	GO.0005740	61	256	4932	Q0250,YBL045C,YBL059C-A,YBR039W,YBR230C,YCL057C-A,YDL004W,YDL067C,YDR231C,YDR322C-A,YDR377W,YDR508C,YDR529C,YEL039C,YEL052W,YER026C,YGL187C,YHR001W-A,YHR024C,YHR037W,YHR051W,YHR116W,YIL111W,YIL136W,YJL133C-A,YJR073C,YJR077C,YKL016C,YKL053C-A,YKL137W,YKL148C,YKL195W,YKR016W,YKR042W,YKR071C,YLL041C,YLR038C,YLR043C,YLR203C,YML081C-A,YML110C,YMR002W,YMR089C,YMR097C,YMR241W,YMR302C,YNL052W,YNL130C,YOL077W-A,YOL096C,YOL143C,YOR045W,YOR065W,YOR125C,YOR176W,YOR271C,YOR356W,YPL004C,YPL078C,YPL098C,YPL099C	COX2,COR1,CMC2,ATP3,OM14,MIC10,ATP16,COX9,COX20,TIM11,ATP17,GNP1,QCR7,CYC7,AFG1,CHO1,COX4,QCR10,MAS2,PUT2,COX6,COX23,COX5B,OM45,YJL133C-A,OPI3,MIR1,ATP7,MDM35,CMC1,SDH1,MIA40,MIC60,UTH1,DRE2,SDH2,COX12,TRX1,MSS51,ATP18,COQ5,MIX17,YTA12,MTG1,YHM2,YME2,COX5A,CPT1,ATP19,COQ3,RIB4,TOM6,CYT1,CAT5,HEM15,FSF1,CIR2,LSP1,ATP4,MGR2,INA17	2.03e-9	2.76e-7	mitochondrial envelope
Component	GO.0098800	26	58	4932	Q0250,YBL045C,YBR039W,YCL057C-A,YDL004W,YDL067C,YDR322C-A,YDR377W,YDR529C,YGL187C,YHR001W-A,YHR051W,YIL111W,YKL016C,YKL148C,YKR016W,YLL041C,YLR038C,YML081C-A,YMR089C,YNL052W,YOL077W-A,YOR065W,YPL078C,YPL098C,YPL099C	COX2,COR1,ATP3,MIC10,ATP16,COX9,TIM11,ATP17,QCR7,COX4,QCR10,COX6,COX5B,ATP7,SDH1,MIC60,SDH2,COX12,ATP18,YTA12,COX5A,ATP19,CYT1,ATP4,MGR2,INA17	7.76e-9	7.93e-7	inner mitochondrial membrane protein complex
Component	GO.0098798	43	151	4932	Q0250,YBL045C,YBR039W,YBR120C,YCL057C-A,YCR046C,YDL004W,YDL067C,YDR148C,YDR175C,YDR322C-A,YDR377W,YDR405W,YDR462W,YDR529C,YFR049W,YGL187C,YGR165W,YGR215W,YHR001W-A,YHR024C,YHR051W,YIL111W,YIL125W,YKL016C,YKL148C,YKL170W,YKR016W,YLL041C,YLR038C,YML081C-A,YMR089C,YNL052W,YNL185C,YOL077W-A,YOR045W,YOR065W,YOR158W,YOR356W,YPL078C,YPL098C,YPL099C,YPR100W	COX2,COR1,ATP3,CBP6,MIC10,IMG1,ATP16,COX9,KGD2,RSM24,TIM11,ATP17,MRP20,MRPL28,QCR7,YMR31,COX4,MRPS35,RSM27,QCR10,MAS2,COX6,COX5B,KGD1,ATP7,SDH1,MRPL38,MIC60,SDH2,COX12,ATP18,YTA12,COX5A,MRPL19,ATP19,TOM6,CYT1,PET123,CIR2,ATP4,MGR2,INA17,MRPL51	9.68e-9	7.93e-7	mitochondrial protein complex
Component	GO.0031966	54	223	4932	Q0250,YBL045C,YBL059C-A,YBR039W,YBR230C,YCL057C-A,YDL004W,YDL067C,YDR231C,YDR322C-A,YDR377W,YDR508C,YDR529C,YEL052W,YER026C,YGL187C,YHR001W-A,YHR024C,YHR037W,YHR051W,YIL111W,YIL136W,YJL133C-A,YJR073C,YJR077C,YKL016C,YKL137W,YKL148C,YKL195W,YKR016W,YKR042W,YLL041C,YLR038C,YLR203C,YML081C-A,YML110C,YMR089C,YMR097C,YMR241W,YMR302C,YNL052W,YNL130C,YOL077W-A,YOL096C,YOR045W,YOR065W,YOR125C,YOR176W,YOR271C,YOR356W,YPL004C,YPL078C,YPL098C,YPL099C	COX2,COR1,CMC2,ATP3,OM14,MIC10,ATP16,COX9,COX20,TIM11,ATP17,GNP1,QCR7,AFG1,CHO1,COX4,QCR10,MAS2,PUT2,COX6,COX5B,OM45,YJL133C-A,OPI3,MIR1,ATP7,CMC1,SDH1,MIA40,MIC60,UTH1,SDH2,COX12,MSS51,ATP18,COQ5,YTA12,MTG1,YHM2,YME2,COX5A,CPT1,ATP19,COQ3,TOM6,CYT1,CAT5,HEM15,FSF1,CIR2,LSP1,ATP4,MGR2,INA17	1.31e-8	8.92e-7	mitochondrial membrane
Component	GO.0005739	112	677	4932	Q0250,YAL029C,YBL016W,YBL045C,YBL059C-A,YBR039W,YBR084W,YBR120C,YBR230C,YCL017C,YCL057C-A,YCL064C,YCR028C-A,YCR046C,YDL004W,YDL067C,YDL181W,YDR046C,YDR070C,YDR148C,YDR175C,YDR194C,YDR231C,YDR322C-A,YDR377W,YDR379C-A,YDR405W,YDR462W,YDR508C,YDR529C,YEL037C,YEL039C,YEL052W,YER026C,YER073W,YER164W,YFR049W,YGL018C,YGL023C,YGL125W,YGL139W,YGL187C,YGR088W,YGR165W,YGR215W,YGR244C,YHR001W-A,YHR024C,YHR037W,YHR051W,YHR116W,YHR198C,YIL111W,YIL125W,YIL136W,YJL133C-A,YJR073C,YJR077C,YKL016C,YKL053C-A,YKL085W,YKL137W,YKL148C,YKL170W,YKL195W,YKR016W,YKR042W,YKR071C,YLL041C,YLR038C,YLR043C,YLR203C,YLR335W,YLR380W,YML081C-A,YML110C,YML128C,YMR002W,YMR031C,YMR089C,YMR097C,YMR189W,YMR241W,YMR302C,YNL052W,YNL066W,YNL098C,YNL130C,YNL185C,YNL250W,YOL077W-A,YOL096C,YOL143C,YOR045W,YOR065W,YOR108W,YOR125C,YOR142W,YOR158W,YOR176W,YOR215C,YOR271C,YOR356W,YPL004C,YPL059W,YPL078C,YPL082C,YPL096W,YPL098C,YPL099C,YPR100W,YPR149W	COX2,MYO4,FUS3,COR1,CMC2,ATP3,MIS1,CBP6,OM14,NFS1,MIC10,CHA1,RIM1,IMG1,ATP16,COX9,INH1,BAP3,FMP16,KGD2,RSM24,MSS116,COX20,TIM11,ATP17,SDH6,MRP20,MRPL28,GNP1,QCR7,RAD23,CYC7,AFG1,CHO1,ALD5,CHD1,YMR31,JAC1,PIB2,MET13,FLC3,COX4,CTT1,MRPS35,RSM27,LSC2,QCR10,MAS2,PUT2,COX6,COX23,AIM18,COX5B,KGD1,OM45,YJL133C-A,OPI3,MIR1,ATP7,MDM35,MDH1,CMC1,SDH1,MRPL38,MIA40,MIC60,UTH1,DRE2,SDH2,COX12,TRX1,MSS51,NUP2,CSR1,ATP18,COQ5,MSC1,MIX17,EIS1,YTA12,MTG1,GCV2,YHM2,YME2,COX5A,SUN4,RAS2,CPT1,MRPL19,RAD50,ATP19,COQ3,RIB4,TOM6,CYT1,LEU9,CAT5,LSC1,PET123,HEM15,AIM41,FSF1,CIR2,LSP1,GRX5,ATP4,MOT1,PNG1,MGR2,INA17,MRPL51,NCE102	2.63e-8	1.54e-6	mitochondrion
Component	GO.0031967	67	337	4932	Q0250,YBL045C,YBL059C-A,YBR039W,YBR111W-A,YBR230C,YCL057C-A,YDL004W,YDL067C,YDL116W,YDR231C,YDR322C-A,YDR377W,YDR508C,YDR529C,YEL039C,YEL052W,YER026C,YGL187C,YHL020C,YHR001W-A,YHR024C,YHR037W,YHR051W,YHR116W,YIL111W,YIL115C,YIL136W,YJL133C-A,YJR073C,YJR077C,YKL016C,YKL021C,YKL053C-A,YKL137W,YKL148C,YKL195W,YKR016W,YKR042W,YKR071C,YLL041C,YLR038C,YLR043C,YLR203C,YLR335W,YML081C-A,YML110C,YMR002W,YMR089C,YMR097C,YMR241W,YMR302C,YNL052W,YNL130C,YOL077W-A,YOL096C,YOL143C,YOR045W,YOR065W,YOR125C,YOR176W,YOR271C,YOR356W,YPL004C,YPL078C,YPL098C,YPL099C	COX2,COR1,CMC2,ATP3,SUS1,OM14,MIC10,ATP16,COX9,NUP84,COX20,TIM11,ATP17,GNP1,QCR7,CYC7,AFG1,CHO1,COX4,OPI1,QCR10,MAS2,PUT2,COX6,COX23,COX5B,NUP159,OM45,YJL133C-A,OPI3,MIR1,ATP7,MAK11,MDM35,CMC1,SDH1,MIA40,MIC60,UTH1,DRE2,SDH2,COX12,TRX1,MSS51,NUP2,ATP18,COQ5,MIX17,YTA12,MTG1,YHM2,YME2,COX5A,CPT1,ATP19,COQ3,RIB4,TOM6,CYT1,CAT5,HEM15,FSF1,CIR2,LSP1,ATP4,MGR2,INA17	1.66e-7	8.5e-6	organelle envelope
Component	GO.0098803	13	22	4932	Q0250,YBL045C,YDL067C,YDR529C,YGL187C,YHR001W-A,YHR051W,YIL111W,YKL148C,YLL041C,YLR038C,YNL052W,YOR065W	COX2,COR1,COX9,QCR7,COX4,QCR10,COX6,COX5B,SDH1,SDH2,COX12,COX5A,CYT1	5.23e-6	2.1e-4	respiratory chain complex
Component	GO.0070469	14	28	4932	Q0250,YBL045C,YDL067C,YDR529C,YEL039C,YGL187C,YHR001W-A,YHR051W,YIL111W,YKL148C,YLL041C,YLR038C,YNL052W,YOR065W	COX2,COR1,COX9,QCR7,CYC7,COX4,QCR10,COX6,COX5B,SDH1,SDH2,COX12,COX5A,CYT1	9.8e-6	3.6e-4	respirasome
Component	GO.0005746	13	24	4932	Q0250,YBL045C,YDL067C,YDR529C,YGL187C,YHR001W-A,YHR051W,YIL111W,YKL148C,YLL041C,YLR038C,YNL052W,YOR065W	COX2,COR1,COX9,QCR7,COX4,QCR10,COX6,COX5B,SDH1,SDH2,COX12,COX5A,CYT1	1.07e-5	3.6e-4	mitochondrial respirasome
